brand,model,rating,price_usd
4,16,1.0,585.84
2,0,1.0,285.45
5,3,3.0,1322.93
6,5,4.0,212.98
4,16,3.0,364.91
2,14,4.0,200.73
5,4,4.0,632.13
6,13,3.0,331.55
6,17,1.0,449.6453930895907
4,15,3.0,549.33
3,8,3.0,729.0
2,0,3.0,771.79
3,9,3.0,771.01
2,0,2.0,758.62
6,5,1.0,397.55
0,19,4.0,844.21
1,11,2.0,563.12
3,8,2.0,944.97
0,21,2.0,1063.87
6,13,4.0,685.35
5,2,5.0,660.76
1,10,3.0,608.34
2,0,5.0,763.95
0,21,5.0,1.0
4,15,4.0,193.04
4,15,1.0,232.28
4,16,4.0,570.18
0,19,5.0,852.76
3,8,5.0,669.7
6,13,2.0,330.74
1,12,3.0,627.62
3,7,2.0,981.1
4,16,3.0,355.29
6,5,4.0,430.38
4,15,1.0,226.23
3,8,2.0,816.19
5,3,1.0,1184.41
1,10,4.0,604.25
0,18,3.0,1012.71
4,16,3.0,525.95
6,5,4.0,497.69934640522877
4,15,2.0,385.79
1,12,4.0,506.38
3,9,3.0,781.37
6,13,3.0,659.71
0,20,2.0,1250.26
1,10,5.0,1037.23
1,12,3.0,680.0326797385621
5,3,4.0,987.8
0,21,5.0,1236.46
2,6,5.0,413.27
3,9,4.0,905.34
0,19,5.0,861.82
3,7,3.0,721.03
6,5,4.0,273.88
4,15,2.0,237.64
5,4,3.0,672.42
2,14,3.0,797.13
3,9,3.0,435.99
4,15,5.0,267.43
4,15,1.0,395.95
4,15,4.0,383.96
2,0,5.0,313.83
1,12,1.0,893.47
0,20,4.0,1425.93
1,10,4.0,988.52
6,5,5.0,430.61
0,19,3.0,955.02
4,16,2.0,464.3596730245232
2,6,2.0,729.02
5,1,4.0,1155.24
4,15,2.0,261.93
1,11,4.0,867.71
4,15,1.0,512.3
2,0,2.0,735.92
6,17,3.0,519.1
6,5,1.0,573.61
3,8,4.0,717.06
0,19,3.0,1406.52
5,3,3.0,1312.26
1,10,3.0,884.37
4,16,3.0,596.67
6,5,2.0,382.53
0,20,3.0,741.57
3,7,4.0,420.54
2,6,3.0,764.04
3,9,2.0,519.07
1,12,4.0,966.87
3,8,3.0,483.22
6,17,4.0,248.76923076923075
5,2,2.0,500.2
5,2,5.0,1312.06
6,13,3.0,681.81
6,17,1.0,347.6
5,2,4.0,977.14
6,5,2.0,402.0
5,4,2.0,1023.88
2,6,2.0,423.9
1,11,4.0,648.48
5,2,4.0,734.44
2,14,2.0,655.62
1,10,4.0,912.85
0,19,1.0,734.37
5,3,4.0,1041.32
3,9,3.0,670.86
6,5,3.0,354.78
2,0,3.0,724.43
0,21,2.0,1110.1
1,12,4.0,989.79
4,16,5.0,278.18
6,17,2.0,222.8
1,10,3.0,1054.56
3,8,4.0,435.19
2,6,4.0,524.6
1,10,3.0,813.46
6,5,3.0,354.69
3,7,2.0,356.76
4,16,5.0,193.96
0,18,1.0,1140.64
0,19,4.0,1456.2099999999998
1,11,4.0,525.8
1,12,3.0,913.59
4,16,2.0,515.11
4,15,3.0,560.1
5,2,3.0,725.86
2,14,3.0,306.31
0,18,4.0,898.74
2,0,5.0,516.97
3,7,1.0,572.258855585831
3,9,1.0,516.51
4,16,1.0,521.17
4,15,1.0,366.76
0,19,3.0,1391.01
4,16,5.0,306.95
3,9,4.0,928.98
3,7,4.0,376.49
1,11,4.0,560.82
6,17,3.0,551.77
6,17,3.0,207.91
6,5,4.0,569.06
6,17,3.0,297.83
0,21,1.0,1470.84
0,18,3.0,1398.03
0,21,4.0,1238.68
4,16,5.0,441.62
3,9,3.0,413.39
1,11,3.0,514.12
1,10,2.0,1096.81
2,6,2.0,442.75
1,11,3.0,1035.54
1,10,3.0,1029.81
4,16,3.0,588.43
4,15,2.0,350.41
0,19,2.0,743.77
4,16,5.0,300.37
5,4,5.0,595.5
0,18,2.0,1331.02
4,16,4.0,396.16
3,7,4.0,506.81
4,16,4.0,202.09
5,4,3.0,1342.09
1,10,4.0,842.41
2,6,3.0,307.63
6,17,4.0,532.25
3,9,3.0,478.98
2,14,3.0,651.84
1,12,1.0,655.75
5,2,5.0,1319.5
5,3,5.0,1129.2820512820513
0,20,5.0,1441.27
3,7,2.0,379.0
6,5,3.0,533.5
3,7,5.0,627.31
6,5,1.0,615.33
0,18,3.0,1014.38
5,3,1.0,1209.24
4,16,5.0,229.32
5,4,5.0,584.87
5,3,2.0,1027.24
5,1,2.0,958.44
0,18,1.0,757.47
6,13,5.0,438.31
3,7,2.0,918.5
3,7,4.0,576.14
5,3,1.0,842.84
4,15,1.0,421.24
0,21,5.0,763.56
1,10,3.0,846.74
2,6,2.0,601.88
0,21,3.0,828.96
5,1,3.0,1133.75
5,3,1.0,569.1
6,5,5.0,433.11
2,14,1.0,589.91
0,21,3.0,1349.25
2,6,1.0,645.49
1,11,1.0,805.44
1,11,1.0,565.04
1,11,2.0,864.03
1,11,2.0,603.9
0,21,4.0,843.2701754385965
5,4,4.0,478.98
4,15,1.0,436.44
6,5,5.0,333.4
5,2,4.0,669.34
0,20,4.0,1351.22
2,6,5.0,397.81
2,6,1.0,404.22
4,16,4.0,391.53
2,6,5.0,552.11
2,14,5.0,484.02
1,10,4.0,805.85
2,0,3.0,765.67
3,9,1.0,611.21
6,13,3.0,508.81
6,17,4.0,271.62
4,15,4.0,529.73
6,13,3.0,471.48
5,1,2.0,1087.98
2,0,2.0,390.27
3,9,4.0,487.35
5,3,3.0,969.88
1,11,4.0,544.91
0,21,3.0,1394.15
5,3,1.0,833.32
5,4,1.0,682.89
4,16,2.0,454.38
3,8,3.0,718.9403508771929
5,4,3.0,1342.97
1,10,4.0,1030.12
6,5,4.0,349.49
5,2,5.0,628.46
1,11,3.0,529.18
0,20,1.0,839.07
3,9,3.0,569.17
0,18,2.0,993.96
1,10,4.0,928.93
1,12,3.0,1079.19
1,11,4.0,1050.35
0,18,3.0,1026.54
0,20,3.0,1481.19
2,0,2.0,567.26
1,10,2.0,890.18
1,11,3.0,643.4
3,7,3.0,529.9400544959128
1,10,5.0,1072.13
3,7,3.0,634.46
0,19,5.0,764.51
4,16,3.0,290.87
1,10,3.0,926.98
5,1,1.0,1229.7
5,4,2.0,895.9403194292375
4,15,5.0,559.19
5,4,3.0,605.74
1,12,5.0,1018.76
2,14,4.0,731.47
2,0,1.0,609.39
3,7,4.0,721.94
2,14,5.0,541.05
1,10,3.0,713.46
5,1,4.0,512.46
5,2,4.0,930.03
4,15,3.0,521.81
2,14,5.0,572.22
0,21,2.0,1418.84
3,9,4.0,355.92
1,11,4.0,770.36
0,21,3.0,720.51
2,14,2.0,757.46
3,9,3.0,435.94
2,0,4.0,795.3
3,9,4.0,700.91
2,6,5.0,755.92
5,1,4.0,1349.63
5,4,4.0,993.44
2,6,4.0,357.83
3,9,4.0,619.06
6,5,5.0,696.17
3,9,3.0,470.42
3,9,2.0,921.24
2,6,1.0,733.41
1,11,3.0,1056.64
6,5,3.0,335.91
0,18,3.0,790.64
6,5,4.0,623.29
0,18,1.0,823.08
5,1,3.0,434.76
2,0,4.0,542.41
4,15,4.0,265.01
5,4,1.0,984.6
4,16,4.0,582.18
4,16,5.0,399.8333333333333
6,17,5.0,634.97
5,2,1.0,1036.09
0,19,4.0,712.67
2,0,3.0,749.96
2,0,3.0,577.8
6,17,4.0,312.48
5,3,5.0,895.9403194292375
5,4,2.0,939.26
1,12,2.0,648.55
4,16,1.0,201.42
0,20,1.0,718.55
4,15,5.0,491.03
0,20,1.0,1414.2
2,0,1.0,715.43
1,10,4.0,995.19
6,17,3.0,697.6
2,0,4.0,641.55
6,17,2.0,370.69
6,5,4.0,617.59
3,9,1.0,437.59
4,15,2.0,454.48
3,9,4.0,601.95
6,13,1.0,422.08
2,6,5.0,360.55
5,2,2.0,1374.51
6,5,3.0,628.07
2,14,4.0,568.71
2,6,1.0,737.59
1,12,4.0,640.58
5,4,4.0,1265.9
1,11,4.0,830.72
1,10,1.0,698.79
6,13,5.0,483.71
1,10,5.0,692.06
4,15,3.0,328.37
2,14,1.0,475.21
4,16,4.0,567.03
6,5,2.0,347.11
3,7,1.0,566.64
1,12,3.0,937.95
2,0,1.0,353.53
5,2,3.0,1108.49
5,1,4.0,904.9
2,14,1.0,528.06
2,0,2.0,509.05
6,5,4.0,549.83
5,4,5.0,994.79
0,21,3.0,1289.01
0,20,5.0,1474.87
1,10,2.0,553.11
0,20,2.0,1476.69
3,8,4.0,885.1
1,12,3.0,984.37
6,13,4.0,229.4
3,9,2.0,791.33
0,21,2.0,1244.3
5,3,1.0,1259.26
5,3,3.0,678.2
5,1,3.0,1229.68
5,2,3.0,1027.87
2,0,3.0,757.42
2,6,1.0,594.09
5,1,1.0,1060.34
1,11,3.0,974.44
2,0,2.0,717.53
1,10,2.0,1085.19
3,8,4.0,829.87
1,10,3.0,732.54
0,21,1.0,734.61
0,19,3.0,825.39
3,8,2.0,660.42
3,7,4.0,511.91
1,11,5.0,521.29
4,16,2.0,316.73
2,0,4.0,582.57
5,2,4.0,1234.2
6,13,2.0,517.1
1,10,3.0,1040.78
3,9,4.0,756.51
2,14,1.0,541.22
5,1,5.0,1282.4
4,15,1.0,390.65
4,15,3.0,452.93
2,14,1.0,781.84
2,0,5.0,201.02
3,7,2.0,897.09
0,21,4.0,709.21
1,11,5.0,710.29
3,8,4.0,618.99
0,19,4.0,1295.67
3,9,4.0,988.42
0,20,3.0,840.66
0,20,1.0,1153.3076923076924
3,7,1.0,741.27
1,11,5.0,920.31
1,11,3.0,592.5
0,21,2.0,1159.96
5,3,5.0,765.23
6,5,3.0,274.88
1,12,2.0,1052.81
6,13,3.0,398.53
4,16,5.0,491.12
6,17,1.0,303.17
2,6,4.0,729.94
5,2,1.0,665.93
3,7,2.0,375.4
3,8,4.0,751.15
1,12,2.0,687.92
0,18,2.0,1288.55
6,17,2.0,593.96
2,6,4.0,546.67
2,14,4.0,662.3
2,0,3.0,541.34
4,16,3.0,597.22
1,11,2.0,787.7
2,6,3.0,452.11
2,0,2.0,367.55
2,14,2.0,217.05
0,18,1.0,1349.98
2,0,4.0,381.57
1,12,3.0,959.9462365591397
0,18,4.0,1209.82
6,17,4.0,201.57
4,16,4.0,216.71
4,15,2.0,431.6
4,15,3.0,398.91
3,9,5.0,778.55
5,4,2.0,623.72
0,19,3.0,935.21
5,1,2.0,1121.8
3,8,1.0,858.18
1,10,3.0,531.29
0,19,5.0,1269.78
3,7,4.0,522.83
2,0,5.0,469.97
4,15,4.0,202.46
3,9,2.0,520.24
1,11,4.0,599.29
5,2,1.0,1177.08
0,18,1.0,1291.74
1,10,3.0,950.29
0,21,3.0,1419.63
1,12,5.0,751.31
1,12,3.0,1087.02
1,10,3.0,903.46
5,2,3.0,929.92
5,3,2.0,1049.38
5,1,2.0,774.33
5,4,4.0,454.91
4,16,4.0,270.5
2,14,4.0,320.32
0,18,3.0,1397.62
0,18,5.0,969.69
6,17,4.0,396.1
2,0,3.0,725.5
1,12,3.0,926.55
2,0,4.0,302.87
6,17,4.0,242.64
0,21,4.0,1191.9
6,5,1.0,401.88
4,16,3.0,379.71
0,19,2.0,916.78
2,14,4.0,458.5072463768116
5,4,4.0,468.32
4,16,2.0,195.92
0,18,1.0,1112.52
1,11,4.0,778.56
3,9,3.0,448.9
3,9,3.0,852.21
2,14,1.0,405.96
6,5,3.0,361.84
0,21,1.0,1411.11
3,7,5.0,523.85
6,5,3.0,575.87
3,7,2.0,610.5
2,14,4.0,648.99
3,8,1.0,443.76
4,16,1.0,563.03
4,15,5.0,214.01
0,21,5.0,1416.3
1,12,3.0,667.41
0,21,5.0,1030.13
1,11,4.0,1061.59
6,13,2.0,449.6453930895907
3,9,4.0,467.55
4,15,1.0,561.62
5,3,3.0,779.55
2,0,4.0,299.28
1,11,3.0,721.97
0,21,4.0,1092.13
3,9,4.0,669.29
6,17,4.0,495.64
6,5,1.0,320.37
3,8,1.0,828.56
6,13,3.0,674.53
3,7,1.0,810.74
2,14,5.0,458.07
1,12,4.0,1031.08
2,14,5.0,319.19
3,8,2.0,572.69
5,3,3.0,1129.05
1,11,4.0,566.64
6,5,5.0,654.31
0,21,5.0,871.54
5,3,5.0,656.87
6,17,4.0,586.92
6,5,4.0,695.02
6,5,5.0,697.27
5,4,5.0,1378.31
6,5,5.0,400.67
2,6,4.0,612.63
4,15,4.0,398.94
0,18,3.0,976.66
2,14,1.0,724.52
5,2,3.0,763.65
3,9,3.0,868.32
4,15,1.0,476.13
6,13,5.0,623.58
4,16,4.0,207.04
4,16,1.0,468.29
3,9,4.0,770.82
0,19,4.0,774.01
2,6,3.0,456.73
0,19,4.0,881.08
4,15,4.0,435.76
6,13,3.0,450.75
5,2,4.0,1336.32
1,11,4.0,820.76
2,14,1.0,532.79
6,13,3.0,691.5797101449276
6,13,3.0,435.28
2,6,4.0,406.08
1,10,3.0,1019.71
0,20,4.0,1476.84
3,7,2.0,504.35
4,16,3.0,282.85
5,1,4.0,1219.74
5,2,3.0,586.21
4,16,3.0,515.25
1,10,3.0,803.09
3,9,2.0,892.4
2,14,1.0,363.72
2,0,4.0,322.97
6,13,5.0,257.82
4,16,4.0,373.24
3,7,4.0,482.69
2,14,3.0,266.82
2,14,4.0,413.58
3,9,4.0,780.77
0,18,3.0,1220.2
5,4,3.0,1354.22
0,18,4.0,1115.02
4,16,4.0,538.55
5,4,5.0,816.07
1,11,3.0,803.5713622754358
3,7,1.0,428.36
6,17,3.0,626.08
6,17,4.0,393.2
0,20,5.0,1461.32
1,11,4.0,807.9
4,15,4.0,383.9
5,2,3.0,649.1
5,4,4.0,602.44
0,19,4.0,1226.14
2,0,2.0,692.9
6,13,4.0,540.41
1,10,4.0,767.01
2,14,1.0,337.49
5,3,4.0,638.49
2,14,3.0,392.78
4,15,2.0,464.0
6,17,3.0,699.92
6,13,1.0,437.01
1,10,4.0,638.45
6,13,5.0,561.76
6,5,2.0,263.74
5,2,4.0,667.2179487179486
5,3,5.0,1268.15
1,10,3.0,528.77
0,18,4.0,819.08
5,2,4.0,1141.77
5,1,2.0,648.74
3,7,4.0,766.33
4,16,1.0,376.96
6,17,2.0,363.78
1,11,3.0,747.08
2,14,2.0,428.1
0,19,4.0,1417.8298245614035
2,14,2.0,596.26
0,21,1.0,1080.5
2,0,2.0,480.01
2,6,1.0,419.23
2,6,4.0,237.5
1,12,3.0,1000.08
5,4,4.0,1116.86
5,3,2.0,782.87
2,14,3.0,279.32
6,13,3.0,310.64
5,3,3.0,1321.92
2,14,2.0,478.66
5,3,2.0,612.21
0,19,5.0,834.05
3,9,4.0,489.61
6,13,4.0,456.15
2,0,3.0,374.72
2,6,5.0,453.6
3,8,3.0,654.42
3,8,1.0,754.81
1,11,2.0,1010.67
0,18,4.0,1285.46
0,20,4.0,977.33
0,19,3.0,1391.36
6,5,3.0,227.9
5,1,3.0,1062.37
5,3,3.0,1307.66
0,21,5.0,729.66
5,2,5.0,857.46
6,13,5.0,569.51
1,10,4.0,796.913043478261
6,5,1.0,509.51
5,2,4.0,1375.75
6,5,3.0,619.69
6,17,3.0,599.4
3,8,1.0,370.88
2,14,3.0,279.4
1,10,4.0,559.77
4,15,1.0,318.76
2,6,4.0,754.46
0,18,5.0,968.6025641025641
1,11,2.0,757.91
1,12,1.0,871.25
5,3,3.0,922.29
3,8,4.0,598.79
4,16,1.0,264.75
2,14,3.0,209.58
2,6,3.0,792.55
5,2,1.0,495.61
5,1,3.0,774.48
6,5,2.0,312.03
2,6,5.0,214.39
3,7,2.0,989.71
1,12,3.0,583.39
2,14,1.0,686.91
6,5,3.0,394.27
0,19,1.0,1016.64
4,15,5.0,314.35
0,19,2.0,1246.75
4,16,4.0,209.92
5,2,3.0,545.0392156862745
0,18,4.0,747.08
0,19,4.0,1078.21
2,14,3.0,784.7
1,10,3.0,567.42
2,14,4.0,723.81
3,8,1.0,566.9615384615385
4,15,4.0,526.65
5,4,3.0,540.08
1,11,4.0,554.46
1,10,5.0,865.68
3,9,4.0,641.67
3,9,4.0,565.18
4,16,2.0,386.96
3,8,5.0,822.63
0,20,2.0,868.09
5,1,3.0,1078.02
0,21,1.0,1497.85
4,16,2.0,523.7
2,6,2.0,781.06
4,16,1.0,205.27
0,21,3.0,1408.94
6,13,4.0,371.98
0,18,1.0,1059.93
5,4,4.0,1148.31
5,4,3.0,755.48
5,2,3.0,1280.45
3,7,4.0,790.53
6,13,3.0,409.3
4,15,4.0,330.36
0,19,2.0,1193.92
6,17,3.0,600.36
1,12,4.0,629.34
1,10,3.0,732.72
1,12,3.0,622.28
4,15,4.0,294.75
0,18,1.0,1173.01
2,6,1.0,724.68
3,9,5.0,640.29
4,15,1.0,541.37
4,15,1.0,344.48
4,15,4.0,206.12
6,13,2.0,607.1298245614034
6,17,3.0,284.71
1,10,4.0,531.25
2,0,5.0,236.85
5,2,3.0,893.12
3,7,3.0,942.71
5,1,4.0,1194.14
4,16,4.0,544.32
3,7,4.0,919.55
6,5,3.0,462.19
0,18,2.0,1236.16
5,1,3.0,1232.66
5,3,1.0,1093.02
0,19,3.0,1360.22
1,12,2.0,850.06
1,11,1.0,722.05
6,13,4.0,412.65
1,12,5.0,1006.02
5,3,4.0,475.82
1,10,1.0,849.65
1,11,4.0,908.25
2,0,4.0,657.66
4,15,2.0,554.57
2,6,3.0,596.82
4,16,4.0,203.16
4,16,5.0,445.03
4,16,3.0,299.25
0,18,3.0,1381.91
1,11,3.0,828.19
0,21,3.0,1175.18
3,9,3.0,448.5
2,0,3.0,460.02
1,10,5.0,967.86
2,14,2.0,425.1
1,10,4.0,974.05
4,15,2.0,199.8
3,9,4.0,437.83
3,8,1.0,750.97
3,7,4.0,528.51
0,18,3.0,780.9
2,14,5.0,749.9784946236559
3,7,1.0,447.46
0,19,3.0,783.6
0,18,2.0,1216.8
3,8,2.0,490.96
5,2,2.0,548.51
2,14,3.0,541.6
1,10,4.0,558.74
4,16,3.0,587.26
5,3,3.0,1383.01
0,18,4.0,948.0
2,6,3.0,689.25
6,5,4.0,377.43
0,19,4.0,817.06
4,16,4.0,262.7
1,12,4.0,1031.8
4,16,1.0,198.95
5,3,3.0,1251.7
0,20,4.0,1281.78
2,14,3.0,474.52
1,10,3.0,558.72
2,0,3.0,355.4
5,3,3.0,728.83
2,0,4.0,490.96
1,10,1.0,1015.76
3,8,3.0,554.4
3,7,5.0,806.57
0,21,4.0,901.44
4,15,3.0,558.1935483870967
1,10,2.0,781.94
4,15,4.0,442.74
3,9,5.0,691.85
6,17,3.0,511.34
0,19,4.0,1444.04
1,12,4.0,1049.47
3,7,2.0,987.95
2,6,1.0,345.5
2,6,5.0,212.48
5,3,3.0,465.54
6,17,3.0,538.9
4,15,1.0,370.32
6,17,1.0,286.57
2,14,5.0,740.26
1,12,4.0,724.81
5,2,3.0,405.52
5,4,1.0,413.87
3,7,4.0,650.61
0,19,5.0,1429.62
3,7,2.0,731.66
5,3,4.0,483.31
3,7,4.0,556.78
0,18,1.0,735.58
3,9,1.0,788.37
4,16,4.0,426.90999999999997
5,1,4.0,1024.87
6,17,3.0,330.98
5,2,4.0,1197.86
0,20,5.0,1173.09
3,7,3.0,986.33
3,7,2.0,939.1
3,7,3.0,362.29
1,11,1.0,559.75
3,8,5.0,782.36
3,7,3.0,775.66
0,18,1.0,733.99
6,13,4.0,608.34
3,7,4.0,737.45
3,8,5.0,357.28
3,7,5.0,548.98
4,15,1.0,283.91
0,18,3.0,798.59
6,17,2.0,687.5
0,21,4.0,1025.92
3,8,2.0,715.12
6,5,4.0,444.67
2,14,5.0,669.45
6,13,4.0,224.37
2,0,1.0,761.4
0,18,2.0,1447.66
1,10,5.0,942.6
3,9,5.0,405.0
3,7,5.0,789.07
6,5,5.0,579.65
6,13,1.0,392.47
0,19,5.0,783.88
2,0,4.0,563.53
4,15,2.0,502.23
4,16,2.0,437.65
5,1,3.0,783.94
1,11,4.0,725.77
6,5,2.0,444.17
3,8,2.0,636.5
4,15,4.0,456.47
6,13,4.0,450.81
2,14,3.0,790.25
2,14,4.0,398.91
5,2,3.0,932.69
1,11,5.0,627.71
3,8,4.0,825.72
4,16,5.0,261.94
0,18,1.0,1378.62
2,0,3.0,576.15
2,14,4.0,621.64
3,7,5.0,921.74
3,8,1.0,974.41
6,5,3.0,434.98092643051774
5,2,3.0,879.88
5,3,4.0,1386.09
5,3,3.0,1333.86
6,13,3.0,461.93
1,11,4.0,538.25
6,5,1.0,694.51
5,3,4.0,1174.09
0,20,4.0,1319.1153846153848
6,13,1.0,290.4623655913978
3,8,2.0,819.47
4,16,1.0,345.87
1,10,3.0,787.14
3,9,4.0,671.68
0,19,2.0,977.51
1,11,3.0,954.66
3,7,4.0,663.47
4,15,5.0,514.26
4,15,2.0,318.7
5,1,5.0,857.68
3,7,3.0,488.19
4,16,3.0,458.38
4,15,3.0,211.24
3,8,4.0,668.26
2,6,2.0,430.2
4,16,4.0,374.0
5,2,2.0,658.71
1,12,5.0,1070.42
3,8,4.0,759.27
4,16,1.0,300.5
1,12,1.0,819.42
5,3,4.0,812.59
3,9,5.0,946.55
4,15,4.0,589.01
2,6,4.0,251.75
1,10,3.0,856.49
4,15,4.0,582.35
1,10,4.0,828.86
6,13,5.0,292.49
5,3,5.0,1382.36
2,6,1.0,499.7
0,19,1.0,1258.48
0,18,4.0,967.61
6,17,1.0,584.21
3,8,3.0,851.24
4,15,5.0,375.63
1,12,5.0,663.12
3,9,3.0,593.18
6,5,1.0,517.37
4,16,5.0,508.91
0,18,1.0,949.61
0,20,2.0,1040.97
2,14,3.0,734.57
2,0,4.0,776.38
0,20,1.0,846.19
0,20,2.0,1485.14
1,11,4.0,661.1
3,7,1.0,823.08
4,16,1.0,591.62
4,16,3.0,556.34
4,16,3.0,450.44
0,19,1.0,1452.7508771929824
1,10,3.0,946.65
5,3,4.0,1129.58
6,5,3.0,205.86
1,12,2.0,727.52
0,19,5.0,706.0512820512821
3,9,2.0,434.64
6,17,5.0,479.47
4,16,3.0,382.09
1,12,2.0,917.94
3,7,3.0,836.69
1,11,5.0,785.75
2,14,2.0,702.07
2,0,2.0,307.04
5,1,4.0,1347.06
4,16,4.0,206.18
2,6,3.0,223.03
0,20,5.0,1424.17
4,15,3.0,211.21929824561403
2,0,2.0,393.88
0,20,3.0,879.2
4,15,1.0,346.95
0,20,2.0,916.1
2,6,3.0,642.15
6,5,1.0,640.95
4,15,2.0,358.77
3,7,2.0,481.7
0,21,2.0,837.98
1,12,3.0,507.71
1,12,3.0,938.34
5,1,4.0,496.85
1,12,2.0,522.17
2,6,2.0,216.25
1,10,1.0,708.63
4,15,5.0,285.85
2,0,5.0,782.55
4,16,3.0,597.97
3,9,4.0,579.64
5,4,2.0,1174.82
6,5,3.0,673.77
6,17,5.0,671.47
1,10,5.0,741.47
2,6,4.0,407.1
1,12,4.0,777.94
4,15,4.0,442.14
2,6,4.0,394.54
2,14,4.0,641.09
1,11,3.0,706.27
1,12,3.0,715.45
2,6,5.0,468.64
3,8,1.0,590.77
3,7,5.0,793.8910081743869
4,16,3.0,554.1
4,16,2.0,466.96
6,17,1.0,244.92
1,10,5.0,680.02
1,10,4.0,854.66
6,13,2.0,696.51
1,11,5.0,714.2
4,15,3.0,587.99
5,3,4.0,1047.98
2,6,2.0,647.0
1,11,1.0,604.93
3,9,4.0,873.76
0,20,4.0,1004.43
5,3,4.0,948.63
2,14,5.0,798.58
0,20,1.0,914.49
6,13,4.0,693.12
6,13,1.0,628.43
2,0,1.0,436.78
1,10,4.0,890.4
0,19,4.0,1359.83
2,6,4.0,331.09
4,15,5.0,323.5
5,1,3.0,1216.49
2,14,4.0,785.27
3,8,1.0,722.75
5,3,1.0,782.89
1,10,4.0,1034.09
2,6,4.0,222.0
6,5,1.0,447.74
1,12,4.0,1085.72
6,5,4.0,689.16
2,0,4.0,480.31
0,21,3.0,1.0
1,10,2.0,1000.94
3,9,3.0,766.13
3,9,4.0,994.16
6,17,2.0,442.13
0,21,1.0,723.34
2,0,4.0,405.14
3,9,3.0,776.39
5,1,1.0,500.47435897435895
0,18,2.0,1211.5
2,14,4.0,362.11
5,4,3.0,741.59
6,13,1.0,575.33
2,6,4.0,466.07
3,8,2.0,386.69
2,0,5.0,447.85
0,19,1.0,1383.87
4,15,4.0,393.29
0,18,2.0,1391.12
4,16,2.0,375.23
4,16,2.0,236.62
5,3,5.0,1055.44
3,8,3.0,838.58
4,16,3.0,257.07
0,20,3.0,1464.12
2,6,4.0,507.52
6,13,2.0,555.39
3,9,4.0,434.73
5,4,3.0,698.79
6,5,1.0,653.0
0,20,4.0,1457.78
5,2,3.0,1160.77
0,19,4.0,1077.98
4,15,3.0,495.26
5,2,3.0,699.17
6,13,4.0,463.52
4,16,4.0,441.66
6,17,4.0,606.77
6,17,2.0,373.97
0,20,3.0,1261.72
4,16,5.0,358.48
0,18,1.0,910.81
5,3,3.0,1063.8
0,20,3.0,1012.48
5,2,4.0,1178.47
0,21,2.0,1446.35
5,1,4.0,720.85
4,15,2.0,325.24
5,2,1.0,468.94
2,0,5.0,560.05
4,15,3.0,424.63
6,5,5.0,367.21
3,9,4.0,900.8300653594771
4,16,1.0,579.05
0,21,5.0,1473.1
1,10,5.0,1065.09
1,10,3.0,585.94
2,6,4.0,532.12
5,3,4.0,1281.1
4,15,2.0,532.79
1,12,2.0,605.26
2,0,5.0,280.46
2,14,5.0,600.74
4,16,4.0,365.0
2,0,2.0,448.7
5,1,2.0,878.85
5,2,1.0,1295.03
4,15,2.0,524.81
5,3,4.0,1011.59
4,15,2.0,498.93
0,19,2.0,731.01
2,6,2.0,286.67
2,14,3.0,496.57
4,15,5.0,446.17
0,20,4.0,1359.56
0,19,1.0,1310.01
2,14,3.0,537.92
6,5,4.0,536.0
0,19,3.0,1396.82
6,17,4.0,660.9
3,8,4.0,925.05
4,16,4.0,546.92
0,19,3.0,1288.0
2,0,5.0,564.15
3,9,4.0,624.26
4,16,3.0,482.72
5,1,5.0,1002.73
4,15,2.0,308.55
4,15,1.0,460.2
5,2,5.0,566.65
5,2,1.0,972.1
1,12,1.0,707.1
3,8,2.0,612.18
5,3,2.0,1300.72
5,2,5.0,869.71
6,13,5.0,690.42
0,21,5.0,1419.9
3,9,4.0,895.54
0,20,2.0,1440.03
5,3,5.0,911.37
6,5,1.0,309.49
3,7,2.0,927.67
2,0,4.0,511.11
4,16,2.0,488.06
3,9,4.0,707.77
0,20,1.0,785.78
4,16,5.0,313.34
6,5,4.0,288.6
0,20,1.0,1357.69
3,8,3.0,729.49
0,18,4.0,847.58
2,14,4.0,496.22
1,12,2.0,505.46
3,9,2.0,665.49
1,10,3.0,637.31
0,21,4.0,769.03
0,19,4.0,949.57
1,11,2.0,983.06
0,20,3.0,1421.2
2,14,4.0,509.2
3,7,5.0,641.59
1,10,2.0,1013.15
6,5,3.0,656.23
5,2,4.0,797.08
3,7,1.0,959.01
1,11,4.0,982.51
0,18,4.0,1051.07
3,8,4.0,920.26
0,21,4.0,976.01
0,19,4.0,1122.4
3,7,2.0,564.41
0,18,1.0,981.55
5,4,4.0,1039.5
4,15,1.0,316.73
0,19,2.0,1262.85
0,20,3.0,1151.08
5,2,2.0,1068.06
1,12,1.0,980.17
0,20,2.0,791.7
4,16,4.0,260.52
2,6,4.0,631.76
2,0,1.0,310.26
5,3,4.0,634.39
5,2,4.0,1160.8010899182561
4,15,5.0,343.95
2,6,2.0,228.16129032258064
6,13,2.0,208.78
0,19,1.0,1258.22
3,8,2.0,966.88
2,14,4.0,703.54
6,5,3.0,636.63
6,13,4.0,215.9102564102564
6,17,4.0,533.29
3,9,4.0,854.72
1,10,2.0,775.49
1,10,4.0,798.23
6,5,4.0,542.78
2,0,5.0,417.88
0,18,3.0,1307.33
4,16,4.0,203.14
2,14,1.0,238.71
