age,brand,model,price_usd,rating,sentiment,country,language,verified_purchase,battery_life_rating,camera_rating,performance_rating,design_rating,display_rating,helpful_votes,source,Cluster
47,2,6,574.26,4.0,2,4,2,1,4,4,4,3,4,6,3,1
18,4,15,500.16,3.0,2,0,0,0,2,2,3,4,3,6,3,1
46,5,1,411.02,4.0,2,2,0,1,3,3,4,3,3,7,3,1
40,5,4,895.9403194292375,3.0,2,0,0,1,2,1,4,2,2,6,4,1
24,5,2,860.8,4.0,2,7,0,1,4,3,2,3,4,4,1,1
54,6,17,312.58,3.0,1,2,0,1,3,2,4,2,3,1,4,0
26,5,2,644.86,2.0,1,0,0,1,1,2,1,2,3,1,1,0
26,6,5,632.67,4.0,2,1,3,1,5,3,4,4,5,4,0,1
27,2,0,653.46,3.0,2,7,0,1,4,2,3,3,5,4,3,1
18,5,1,559.16,3.0,2,0,0,1,4,4,4,4,2,5,3,1
48,3,8,402.64,4.0,2,7,0,1,3,3,5,3,4,5,3,1
36,4,16,581.34,2.0,1,6,0,1,2,2,3,1,2,2,1,0
18,2,6,245.26,4.0,2,4,2,1,3,4,2,5,3,6,4,1
43,4,16,328.73,3.0,2,7,0,1,1,2,4,4,2,5,0,1
26,1,12,1075.51,1.0,0,7,0,1,1,2,1,1,1,2,4,0
18,1,12,1038.89,4.0,2,7,0,1,3,3,4,4,4,8,0,2
18,6,17,613.89,5.0,2,2,0,0,5,4,3,4,5,7,2,1
38,4,16,440.08,3.0,2,2,0,1,2,2,3,5,3,4,3,1
28,5,2,675.84,3.0,2,6,0,1,3,2,2,3,3,2,0,1
45,4,15,566.23,3.0,2,1,3,1,3,3,3,3,3,3,4,1
18,0,21,796.58,2.0,1,0,0,1,4,3,1,2,3,3,0,2
32,3,9,713.63,5.0,2,0,0,1,3,5,5,4,4,5,4,1
41,3,7,705.85,4.0,2,7,0,1,3,3,4,3,4,3,2,1
24,3,8,946.73,3.0,1,4,2,1,2,2,3,3,2,0,1,0
18,6,13,585.5,2.0,1,0,0,1,1,4,2,1,1,2,0,0
38,5,1,1265.48,5.0,2,3,1,1,5,3,5,4,4,6,3,1
42,3,7,900.12,1.0,0,0,0,1,1,1,1,1,1,1,1,0
35,2,14,730.28,3.0,2,5,0,0,3,1,4,4,3,4,2,1
22,6,17,691.12,3.0,1,7,0,1,1,4,2,1,1,3,4,0
19,6,17,567.87,5.0,2,0,0,1,5,3,3,5,4,6,3,1
30,5,3,582.6,3.0,2,3,1,1,1,2,2,3,3,8,1,1
21,3,7,358.79,5.0,2,3,1,1,5,4,5,4,5,2,0,1
43,3,7,998.55,2.0,0,6,0,1,1,1,2,1,1,2,0,0
38,2,14,703.91,4.0,2,2,0,1,4,3,3,4,3,3,0,1
40,5,3,1218.4,5.0,2,4,2,1,4,5,5,5,5,6,4,1
22,4,15,258.3,3.0,2,6,0,1,4,5,5,4,2,2,3,1
28,3,8,856.32,1.0,0,7,0,1,1,1,1,1,1,2,3,0
41,4,16,569.1,4.0,2,3,1,1,3,3,4,2,1,6,3,1
34,6,13,560.25,4.0,2,6,0,1,4,5,4,3,3,7,1,1
18,0,19,1277.34,3.0,1,6,0,1,2,2,2,3,2,3,3,2
40,2,6,733.0,5.0,2,5,0,1,4,3,5,3,5,2,0,1
21,4,16,412.39,4.0,2,2,0,1,2,5,3,5,2,7,3,1
31,5,1,613.54,4.0,2,3,1,0,4,2,5,3,4,9,4,1
27,6,13,448.55,4.0,2,4,2,1,3,3,4,4,4,6,0,1
38,0,20,1111.73,5.0,2,7,0,0,5,3,5,5,5,8,0,2
36,3,8,682.43,2.0,0,3,1,1,2,2,1,1,1,0,0,0
31,2,14,471.88,5.0,2,0,0,0,4,4,4,5,4,10,1,1
21,1,11,965.61,3.0,0,7,0,1,1,1,1,3,2,2,3,0
41,4,16,312.77,5.0,2,1,3,0,5,4,4,4,5,4,0,1
18,1,10,808.28,4.0,1,5,0,1,4,3,3,5,5,2,1,2
27,0,20,770.32,5.0,2,7,0,1,5,5,4,5,4,2,2,2
42,2,14,209.06,3.0,2,5,0,1,5,5,5,5,4,6,2,1
37,1,10,1078.66,4.0,2,4,2,1,5,4,2,3,3,6,0,2
34,6,13,488.04,4.0,2,3,1,1,3,2,3,3,4,3,3,1
55,4,15,270.45,4.0,2,5,0,1,4,4,2,4,2,4,1,1
26,3,9,724.07,1.0,0,6,0,1,1,1,1,1,1,1,0,0
28,2,6,616.14,3.0,1,5,0,1,2,2,2,5,4,3,4,0
35,0,19,853.8310626702997,3.0,2,5,0,1,4,5,3,2,3,5,1,2
46,5,2,1007.94,3.0,1,2,0,0,1,2,3,2,4,3,2,0
31,1,12,1020.95,3.0,2,7,0,1,1,5,1,1,3,4,1,2
27,3,7,852.13,5.0,2,7,0,1,5,5,4,4,5,3,0,1
26,4,16,504.53,4.0,2,1,3,0,4,3,5,4,3,5,2,1
27,4,15,331.91,3.0,1,5,0,1,1,2,3,1,1,4,2,0
22,3,8,841.09,3.0,2,7,0,1,2,3,3,3,3,4,0,1
42,4,15,565.55,5.0,2,6,0,1,5,5,5,3,3,5,2,1
34,0,20,714.47,4.0,2,2,0,1,2,5,4,3,2,5,4,2
18,3,7,969.0,5.0,2,7,0,1,4,3,5,4,4,6,4,1
33,3,8,433.75,5.0,2,4,2,0,5,4,5,4,4,1,1,1
54,0,20,1461.55,2.0,1,2,0,1,1,2,2,2,2,0,2,0
26,5,1,1211.84,4.0,2,1,3,0,3,5,3,4,5,6,4,1
35,2,14,304.94,5.0,2,0,0,1,5,5,4,5,4,10,4,1
24,1,10,808.92,4.0,2,0,0,0,1,4,3,2,4,5,0,2
36,0,21,1141.72,2.0,0,3,1,1,2,1,2,2,2,3,1,0
22,4,15,558.12,5.0,2,3,1,1,5,4,4,5,4,3,4,1
18,5,3,1037.89,5.0,2,3,1,1,5,5,4,5,5,7,1,1
18,1,12,566.99,3.0,2,4,2,1,2,3,4,1,2,5,4,1
20,1,10,983.18,3.0,1,7,0,1,1,1,1,1,1,0,3,0
34,5,3,1233.19,3.0,1,1,3,0,4,1,2,1,2,5,3,0
35,6,5,380.34,5.0,2,3,1,1,5,4,3,3,4,11,4,1
26,3,8,614.28,1.0,2,0,0,1,1,1,1,2,1,1,4,0
18,3,8,660.0,2.0,0,7,0,1,1,2,1,1,1,3,4,0
30,1,12,861.23,3.0,1,5,0,1,4,5,3,2,3,1,1,2
20,2,6,527.13,4.0,2,6,0,1,5,3,3,5,4,8,4,1
42,3,7,856.16,4.0,2,3,1,1,3,3,2,5,4,8,3,1
26,1,12,617.11,4.0,2,7,0,0,3,4,4,4,2,7,4,1
49,6,13,541.11,3.0,2,0,0,1,3,4,3,4,3,5,4,1
39,1,12,840.42,3.0,0,6,0,1,4,4,2,2,2,0,0,0
25,2,6,379.29,5.0,2,2,0,1,4,4,4,5,5,6,4,1
24,0,18,1241.34,4.0,2,4,2,1,4,4,5,4,3,5,4,2
18,5,1,1063.74,3.0,1,6,0,0,3,4,5,1,1,1,0,0
35,0,19,1450.17,5.0,2,7,0,1,5,5,5,5,5,5,1,2
46,3,8,881.35,3.0,1,4,2,0,2,4,2,3,4,4,2,1
27,5,2,1312.52,3.0,1,1,3,1,3,2,3,4,2,4,1,0
25,0,21,843.63,3.0,1,6,0,1,2,4,1,2,2,4,4,2
29,3,9,589.35,2.0,2,7,0,1,1,2,1,1,1,6,2,1
18,1,11,529.36,4.0,2,5,0,1,3,3,4,5,3,6,4,1
31,0,21,1330.04,4.0,2,4,2,1,3,3,2,3,5,7,0,2
52,0,21,955.08,5.0,2,3,1,0,4,5,5,4,3,8,4,2
18,5,2,923.06,4.0,2,6,0,1,2,4,4,3,2,8,0,1
48,2,14,490.21,5.0,2,5,0,1,4,5,4,5,5,7,4,1
39,6,13,691.32,4.0,2,1,3,1,3,2,1,3,5,3,4,1
28,4,16,368.45,3.0,2,6,0,1,1,2,4,3,3,3,2,1
25,6,13,633.01,3.0,0,5,0,0,2,1,4,4,2,5,2,0
32,2,14,441.79,3.0,1,7,0,1,2,2,3,2,3,2,1,0
32,2,6,360.31,4.0,2,5,0,1,4,3,5,2,5,7,2,1
18,0,20,1300.37,3.0,1,4,2,1,2,2,3,3,3,2,3,2
56,6,17,483.64,2.0,1,1,3,1,2,1,2,3,2,3,0,0
27,4,15,561.11,5.0,2,0,0,1,4,5,3,4,3,3,4,1
18,4,16,439.13,3.0,2,6,0,1,2,4,2,1,2,5,1,1
35,2,0,427.77,1.0,0,6,0,1,1,1,1,1,1,5,2,0
30,5,4,775.81,3.0,2,4,2,1,2,4,3,4,3,2,3,1
33,4,15,571.6,5.0,2,4,2,0,4,3,4,3,4,7,4,1
21,0,21,901.65,5.0,2,1,3,1,5,5,5,3,3,5,4,2
36,0,21,831.05,3.0,1,2,0,1,1,1,2,1,2,4,2,0
31,6,5,438.53,4.0,0,2,0,1,4,4,4,2,3,2,0,0
25,6,5,271.26,2.0,1,2,0,1,2,2,2,1,1,1,4,0
23,5,4,1298.09,2.0,0,3,1,1,2,1,1,2,1,2,4,0
29,2,14,555.1,5.0,2,1,3,0,4,4,3,4,4,7,4,1
39,2,0,246.83,3.0,2,1,3,1,1,4,2,2,3,4,3,1
39,4,15,236.79,4.0,2,2,0,1,3,2,2,3,3,10,0,1
25,4,15,338.99,2.0,1,5,0,1,1,2,3,1,2,1,1,0
55,2,14,524.19,5.0,2,0,0,1,5,5,5,5,5,6,1,1
19,5,2,860.11,2.0,0,7,0,1,1,1,1,1,1,3,3,0
18,4,15,584.36,4.0,2,3,1,1,2,5,4,4,3,6,1,1
37,1,11,768.72,3.0,1,3,1,1,4,2,3,1,3,4,4,0
37,6,13,406.66,5.0,2,1,3,1,4,4,4,5,4,6,3,1
30,6,5,378.86,2.0,1,7,0,1,1,1,1,1,1,2,3,0
45,0,18,951.27,4.0,2,3,1,1,5,4,3,2,3,4,1,2
37,4,16,326.48,1.0,0,0,0,0,1,1,2,1,1,5,0,0
40,4,15,489.7,3.0,2,2,0,0,1,2,3,2,3,7,3,1
38,3,8,573.38,5.0,2,6,0,1,3,5,5,3,5,11,4,1
43,3,8,380.74,4.0,2,2,0,0,3,2,4,4,4,2,0,1
18,1,10,804.47,3.0,0,5,0,1,4,1,2,3,3,5,2,0
29,5,1,1137.18,3.0,1,5,0,0,3,4,4,2,1,1,0,0
52,5,3,474.16,5.0,2,1,3,1,5,4,4,5,3,5,4,1
31,0,19,756.34,3.0,1,7,0,0,4,4,2,4,2,0,3,2
48,0,19,1186.72,2.0,0,7,0,1,2,1,2,2,2,0,2,0
25,6,17,627.15,2.0,1,4,2,1,3,1,1,2,2,1,1,0
26,3,7,620.97,3.0,2,0,0,1,2,3,1,3,3,7,4,1
24,4,16,537.84,3.0,2,7,0,1,3,2,3,2,2,5,0,1
28,3,8,854.74,3.0,1,5,0,1,1,2,3,1,1,1,0,0
19,5,1,1278.99,5.0,2,4,2,1,4,4,5,5,5,3,3,1
39,3,9,966.58,3.0,2,4,2,1,4,3,2,1,2,7,4,1
32,3,9,870.92,3.0,2,5,0,1,3,4,2,4,3,6,0,1
20,3,7,661.43,3.0,2,6,0,1,4,2,2,3,2,4,3,1
30,2,0,613.06,4.0,2,6,0,1,2,4,3,4,4,4,2,1
41,6,5,401.15,4.0,2,7,0,1,5,3,3,3,3,5,0,1
31,3,7,712.09,5.0,2,5,0,1,5,5,4,5,4,6,3,1
27,5,1,1237.46,3.0,0,3,1,1,2,2,1,2,3,1,2,0
18,1,11,930.34,1.0,1,0,0,1,2,1,1,1,1,3,2,0
22,3,9,506.79,4.0,2,7,0,1,4,4,4,2,2,7,2,1
28,6,17,341.73,1.0,0,7,0,1,1,1,1,1,1,1,1,0
21,6,17,404.09,1.0,0,2,0,1,1,3,1,1,1,1,0,0
30,5,4,588.91,5.0,2,1,3,1,5,4,4,5,4,4,3,1
24,5,2,1390.48,3.0,2,0,0,1,3,3,2,3,3,5,3,2
20,3,7,590.04,4.0,1,7,0,1,3,5,4,3,4,0,1,1
47,2,6,243.55,4.0,2,5,0,1,4,4,5,3,1,6,0,1
26,4,16,447.60999999999996,3.0,1,4,2,1,2,4,2,2,2,4,3,0
25,3,9,562.54,5.0,2,1,3,1,3,5,5,5,4,4,2,1
39,5,3,895.9403194292375,3.0,2,7,0,1,4,2,3,3,2,9,3,1
35,1,10,818.54,4.0,2,7,0,0,3,3,4,3,3,8,2,1
18,0,20,1236.39,3.0,2,2,0,1,3,3,1,3,3,5,2,2
30,3,8,545.03,3.0,1,0,0,1,2,2,4,1,4,3,2,0
25,0,19,1352.52,1.0,1,3,1,1,1,1,1,1,1,2,0,0
22,3,9,372.81,5.0,2,1,3,1,4,5,5,5,4,3,4,1
35,5,4,867.49,4.0,2,6,0,0,4,5,5,4,3,5,1,1
38,3,9,415.5,5.0,2,0,0,1,5,3,4,3,5,5,2,1
28,1,10,762.03,3.0,2,5,0,1,3,3,4,2,3,5,4,1
19,3,9,635.96,4.0,2,1,3,1,2,3,2,3,3,3,2,1
36,3,9,857.69,3.0,1,0,0,1,1,2,2,2,4,3,3,0
35,5,3,1131.4408602150538,2.0,0,3,1,1,1,1,1,1,1,3,3,0
24,0,21,1469.23,3.0,2,2,0,1,3,1,2,2,4,5,0,2
26,4,15,312.94,2.0,1,6,0,1,2,1,1,1,1,2,4,0
39,0,20,1356.94,3.0,1,1,3,1,4,2,3,2,3,6,4,2
38,2,14,393.7536231884058,2.0,1,2,0,1,1,1,1,1,1,1,4,0
21,4,16,530.94,2.0,1,5,0,1,1,1,2,1,1,3,1,0
39,4,15,323.38,3.0,0,5,0,1,1,3,3,5,1,4,2,0
27,1,10,961.79,5.0,2,1,3,1,4,4,5,3,5,1,0,2
23,3,7,628.29,2.0,0,4,2,1,3,2,2,2,2,5,4,0
38,3,8,533.46,2.0,0,4,2,1,1,1,1,1,2,5,2,0
27,4,15,280.56,1.0,0,1,3,1,1,1,1,3,1,3,3,0
34,6,17,663.82,4.0,2,1,3,0,3,2,3,3,2,5,2,1
18,3,8,476.06,1.0,1,2,0,1,1,1,1,1,1,3,3,0
49,0,19,993.94,2.0,1,3,1,1,1,1,1,1,2,0,4,0
45,2,6,406.6,4.0,2,0,0,1,4,4,3,4,3,4,4,1
45,2,14,689.1111111111111,3.0,1,0,0,1,2,4,1,3,1,1,4,0
21,2,14,399.84,2.0,0,3,1,1,1,1,1,2,3,4,0,0
24,2,0,466.58,2.0,1,1,3,1,1,1,2,2,1,5,0,0
36,1,11,547.75,4.0,2,2,0,1,4,4,4,5,3,3,0,1
38,4,16,372.04,1.0,0,1,3,1,1,1,2,1,1,2,4,0
21,4,16,481.42,3.0,1,6,0,1,3,3,3,2,4,1,2,0
32,4,15,363.25,2.0,0,4,2,1,1,2,2,1,2,1,4,0
21,0,21,1254.11,2.0,0,7,0,1,2,1,2,2,3,1,1,0
35,6,13,236.75,2.0,0,6,0,1,1,1,1,2,1,1,1,0
29,0,21,1492.63,3.0,2,4,2,0,2,2,3,5,1,9,1,2
21,6,13,457.48,5.0,2,2,0,1,5,5,5,5,3,1,0,1
25,1,12,631.24,4.0,2,4,2,1,4,3,2,4,4,5,2,1
32,2,14,247.55,2.0,1,4,2,1,1,1,1,1,2,0,2,0
23,1,11,954.02,2.0,1,3,1,1,2,2,1,2,1,1,2,0
42,6,17,417.26,3.0,2,3,1,1,3,3,1,2,2,1,0,0
41,2,6,730.92,5.0,2,7,0,1,4,3,5,4,3,5,4,1
29,5,3,753.4710144927536,1.0,0,2,0,1,2,1,1,4,1,4,4,0
53,1,10,647.66,5.0,2,3,1,1,5,4,5,5,3,8,4,1
40,4,15,545.83,3.0,2,2,0,1,1,1,3,4,2,4,0,1
27,0,21,1414.19,2.0,2,7,0,1,1,2,1,2,2,3,0,2
18,3,8,364.16,5.0,2,5,0,0,4,5,5,5,4,6,4,1
37,3,8,893.08,1.0,0,1,3,1,1,1,1,2,1,4,2,0
29,6,13,688.1,2.0,2,1,3,0,2,1,2,1,2,2,3,0
38,4,16,461.36,5.0,2,7,0,1,5,4,5,5,4,1,1,1
41,4,15,425.54,4.0,1,7,0,1,4,5,4,2,3,1,2,1
40,5,2,1311.36,3.0,0,7,0,1,2,3,3,2,3,2,4,0
30,3,9,628.06,3.0,1,6,0,1,3,3,3,2,1,2,2,0
18,4,15,203.75,1.0,0,6,0,1,2,2,1,1,1,1,1,0
36,0,18,1262.68115942029,4.0,1,2,0,1,3,4,5,4,2,2,1,2
36,3,8,475.96,4.0,2,4,2,1,3,5,4,1,3,7,1,1
23,2,0,660.21,2.0,1,5,0,1,1,1,2,1,1,4,0,0
24,0,21,1238.64,3.0,0,5,0,1,2,3,3,1,2,1,4,0
34,2,6,429.8,3.0,1,6,0,1,2,3,5,1,1,2,1,0
34,5,2,688.33,3.0,1,0,0,1,2,2,2,1,3,0,4,0
32,4,15,430.05,5.0,2,4,2,1,2,3,3,4,4,4,4,1
29,1,10,804.42,4.0,2,0,0,1,3,4,4,4,4,7,4,1
37,4,16,306.02,2.0,0,6,0,1,1,1,1,1,1,2,2,0
27,4,16,537.37,5.0,2,4,2,1,3,4,5,4,5,6,1,1
18,4,16,270.69,4.0,2,3,1,1,3,4,2,3,3,7,3,1
40,2,0,500.17,3.0,0,5,0,1,3,2,1,3,1,1,3,0
27,4,15,501.86,4.0,2,5,0,0,2,2,4,5,2,3,3,1
20,5,2,565.79,5.0,2,3,1,1,5,5,4,5,5,10,2,1
52,2,0,614.66,5.0,2,6,0,1,5,4,5,5,5,3,0,1
39,4,16,235.34,3.0,2,1,3,0,4,3,3,3,2,4,0,1
44,3,9,897.95,4.0,2,4,2,1,4,5,4,1,4,4,4,1
24,4,15,407.9,4.0,2,1,3,1,5,5,5,4,3,7,2,1
27,0,21,1108.5,3.0,1,5,0,1,3,2,2,1,3,2,4,2
35,3,8,771.46,4.0,2,0,0,1,3,4,4,4,4,6,3,1
34,6,13,444.86,3.0,2,4,2,0,1,3,3,4,2,5,3,1
35,5,1,614.98,3.0,2,4,2,1,3,4,1,2,4,4,3,1
38,1,11,1079.86,3.0,1,4,2,1,3,3,2,3,3,0,0,0
18,5,2,1325.94,2.0,1,1,3,1,1,2,3,3,1,1,1,0
32,1,12,559.23,2.0,1,6,0,1,2,1,2,3,3,0,4,0
29,1,12,515.32,1.0,2,1,3,1,1,2,1,2,1,3,2,0
38,2,14,412.57,5.0,2,2,0,1,4,5,4,5,5,4,4,1
28,5,1,506.32,3.0,2,3,1,1,5,2,3,3,3,5,4,1
32,2,0,246.37,4.0,2,2,0,1,5,3,3,5,4,2,0,1
23,1,10,858.88,5.0,2,3,1,0,4,5,4,5,5,2,3,2
33,5,1,513.0,3.0,1,6,0,0,3,1,2,3,2,1,2,0
21,6,5,692.68,3.0,2,7,0,1,2,3,3,3,1,2,0,1
22,4,15,462.16,4.0,2,1,3,0,4,2,2,4,3,8,1,1
25,5,1,1245.47,4.0,2,5,0,1,3,4,3,4,3,9,2,1
18,3,7,854.76,3.0,2,0,0,1,3,2,2,4,3,1,3,1
22,6,17,235.25,4.0,2,4,2,0,4,3,4,4,4,3,4,1
26,5,1,897.43,1.0,1,0,0,0,1,1,1,2,1,3,3,0
36,0,18,995.13,2.0,2,5,0,1,3,2,3,2,2,6,0,2
26,5,4,959.62,4.0,2,3,1,1,4,2,4,3,3,6,1,1
18,6,13,323.18,2.0,0,4,2,1,2,2,1,2,1,2,4,0
36,6,17,606.08,5.0,2,1,3,1,4,5,4,5,3,4,0,1
32,3,7,535.28,2.0,0,5,0,1,1,2,2,1,1,2,2,0
23,6,17,680.58,2.0,1,2,0,0,2,1,2,1,1,2,0,0
18,5,4,1344.32,4.0,2,4,2,1,3,5,4,4,4,7,4,1
21,3,7,855.04,3.0,2,4,2,1,1,1,1,2,3,8,4,1
28,4,16,218.68,4.0,2,1,3,1,4,3,1,3,4,8,0,1
29,0,18,811.54,2.0,1,4,2,1,2,2,1,2,2,3,4,0
28,3,7,395.79,3.0,2,4,2,1,2,2,2,3,3,4,2,1
48,4,15,530.51,5.0,2,5,0,1,4,4,2,3,4,3,4,1
33,4,15,242.97,5.0,2,5,0,1,4,5,4,3,4,7,1,1
27,0,19,1208.5,4.0,1,5,0,1,5,5,3,5,4,5,4,2
24,6,5,690.11,5.0,2,3,1,1,5,3,5,5,5,5,1,1
35,6,5,274.0,1.0,2,3,1,1,1,2,1,1,1,4,0,0
28,2,14,521.65,3.0,2,4,2,1,2,5,3,3,2,5,4,1
42,4,16,386.46,1.0,0,4,2,0,1,1,1,2,1,1,2,0
28,2,14,414.48,5.0,2,6,0,0,3,5,5,4,4,8,1,1
49,1,12,991.73,5.0,2,2,0,0,4,3,5,5,4,9,4,1
44,2,0,612.87,3.0,1,0,0,1,2,3,1,3,1,0,3,0
37,1,10,668.58,1.0,1,2,0,1,1,1,1,1,1,4,1,0
27,5,2,1399.51,5.0,2,3,1,0,4,5,3,2,5,9,3,1
27,6,13,399.29,5.0,2,2,0,0,5,5,5,3,3,8,0,1
27,3,7,703.45,1.0,1,4,2,0,1,1,1,1,1,0,0,0
27,0,20,968.19,3.0,2,0,0,1,3,1,3,2,3,3,3,2
29,4,15,426.55,3.0,1,5,0,1,2,2,2,2,2,0,3,0
24,1,12,732.41,1.0,2,1,3,1,1,1,3,1,1,2,4,0
23,5,3,893.55,4.0,2,3,1,1,3,4,4,4,3,4,3,1
59,0,18,957.13,2.0,2,7,0,1,2,2,2,2,1,0,0,0
35,2,6,621.3508771929824,2.0,0,1,3,1,3,1,2,1,2,5,4,0
29,4,16,267.8,3.0,2,3,1,1,2,2,3,3,2,4,1,1
50,1,11,1098.3,2.0,0,7,0,1,2,2,2,1,1,1,3,0
36,6,17,294.6,3.0,1,0,0,1,2,2,3,3,2,3,1,0
35,1,10,1096.59,2.0,0,4,2,1,1,1,1,1,3,3,0,0
27,3,8,970.16,3.0,1,2,0,1,1,5,2,2,3,5,4,2
42,2,0,571.06,2.0,2,5,0,1,2,2,2,1,1,4,2,0
46,2,0,280.8,2.0,1,5,0,1,1,2,2,1,1,3,1,0
25,4,16,320.37,5.0,2,2,0,1,4,4,2,4,4,2,4,1
28,2,0,296.12,4.0,2,6,0,1,5,1,3,4,4,6,2,1
42,2,14,545.9,5.0,2,5,0,1,5,5,3,5,5,2,1,1
35,4,16,348.54,4.0,2,1,3,1,4,2,2,4,5,7,2,1
37,6,13,358.73,2.0,1,0,0,0,1,2,3,5,1,3,1,0
29,1,11,951.98,1.0,0,2,0,1,1,1,1,1,1,3,0,0
34,1,11,991.25,4.0,2,7,0,1,3,4,3,3,3,8,4,2
38,2,0,612.98,5.0,2,6,0,1,5,5,4,3,5,5,4,1
18,2,0,734.13,2.0,1,1,3,1,1,1,3,1,2,3,0,0
29,0,19,1168.08,4.0,2,7,0,1,4,5,5,3,2,5,4,2
27,1,12,992.68,2.0,1,7,0,1,2,1,2,2,3,1,3,0
46,6,13,611.59,1.0,1,3,1,1,1,1,1,1,1,1,1,0
29,5,1,553.08,3.0,1,6,0,1,3,3,2,4,4,1,4,0
32,1,12,918.85,3.0,1,2,0,1,3,1,3,2,2,2,4,0
30,2,6,351.27,5.0,2,3,1,1,4,4,3,5,3,6,2,1
35,4,16,363.65,4.0,2,3,1,1,3,3,3,4,4,1,4,1
32,4,15,589.42,1.0,0,3,1,0,1,1,2,1,1,3,4,0
22,2,0,783.55,3.0,2,5,0,1,3,3,3,2,2,8,4,1
33,1,11,538.17,5.0,2,5,0,1,4,4,5,4,3,5,1,1
41,4,16,472.92,2.0,1,7,0,1,1,2,1,2,1,1,0,0
21,2,0,634.21,1.0,1,2,0,1,1,1,1,1,1,2,0,0
32,5,2,1146.64,2.0,0,2,0,1,3,2,2,1,1,2,4,0
35,1,12,1064.96,4.0,2,7,0,1,2,3,3,4,3,4,1,2
37,5,4,1371.48,3.0,2,2,0,1,3,3,2,3,3,1,4,2
26,0,19,1087.49,3.0,1,6,0,1,2,3,2,2,3,4,2,2
38,2,14,559.13,2.0,1,7,0,1,2,1,1,3,1,1,4,0
27,5,2,477.2,4.0,2,3,1,1,3,5,5,2,4,3,0,1
24,5,2,725.72,3.0,1,4,2,1,4,3,3,5,4,1,3,1
27,0,19,1270.16,5.0,2,3,1,1,5,3,5,4,5,3,1,2
31,1,12,676.12,4.0,2,7,0,1,5,4,3,3,4,6,0,1
29,6,13,562.81,5.0,2,1,3,1,4,5,2,3,5,5,1,1
28,5,3,910.0408719346049,3.0,2,5,0,1,3,2,2,3,3,5,0,1
33,5,4,1124.1,2.0,1,0,0,1,3,1,1,2,3,1,0,0
24,2,6,679.29,2.0,0,7,0,1,4,3,1,1,1,1,4,0
33,6,13,571.23,2.0,0,7,0,0,2,1,1,2,1,0,1,0
37,1,12,872.56,1.0,0,4,2,0,1,1,2,1,1,4,4,0
48,3,8,482.59,3.0,1,0,0,1,2,3,4,3,2,0,2,0
18,6,13,524.08,4.0,1,3,1,0,2,4,2,4,5,4,0,1
36,2,0,269.58,1.0,0,3,1,1,1,1,1,1,1,0,4,0
32,3,8,412.2,4.0,2,5,0,1,5,3,2,3,4,7,2,1
43,6,13,451.66,4.0,2,0,0,0,2,4,5,4,4,6,2,1
35,1,12,965.5,1.0,0,7,0,0,2,1,2,1,1,3,3,0
44,3,9,778.47,5.0,2,3,1,0,5,4,4,4,5,6,1,1
33,5,3,828.44,3.0,1,5,0,1,3,4,4,2,3,3,2,1
23,3,9,740.15,4.0,2,5,0,1,2,4,5,5,5,5,4,1
18,6,13,676.21,3.0,2,5,0,1,2,3,4,4,3,6,4,1
47,3,8,854.1,4.0,2,1,3,1,4,4,3,3,2,4,3,1
30,6,5,541.84,2.0,1,3,1,1,1,1,2,4,3,6,1,0
26,6,17,431.57,2.0,1,5,0,1,2,1,1,1,2,2,1,0
28,6,5,635.76,3.0,1,3,1,1,4,1,2,2,5,5,1,1
27,3,7,455.32679738562086,3.0,2,0,0,1,4,4,3,4,5,7,3,1
38,1,12,1060.89,3.0,1,0,0,1,2,4,2,2,3,0,2,0
34,4,16,246.71,4.0,2,3,1,1,3,4,4,5,2,3,3,1
22,1,12,621.01,2.0,2,0,0,1,2,1,1,4,2,4,3,2
18,2,14,309.54,2.0,1,2,0,1,1,1,3,1,1,4,4,0
19,2,6,510.57,4.0,2,1,3,1,4,3,4,5,4,6,0,1
48,4,15,541.96,4.0,2,0,0,1,5,5,4,3,4,3,1,1
18,6,17,434.99,3.0,1,3,1,1,2,1,2,2,3,3,1,0
45,6,5,255.6,4.0,2,2,0,1,2,3,3,4,4,5,1,1
18,0,21,741.49,4.0,2,0,0,0,3,4,4,4,4,4,1,2
36,2,6,453.53,3.0,1,5,0,1,3,1,3,2,1,5,3,0
36,6,5,650.37,4.0,2,4,2,1,4,5,3,4,3,5,2,1
42,1,11,621.87,3.0,2,2,0,0,3,1,3,4,3,1,0,1
43,2,0,547.09,5.0,2,1,3,1,5,5,4,4,4,3,2,1
27,0,19,941.44,1.0,0,5,0,1,1,1,1,1,1,3,3,0
27,2,0,699.38,3.0,2,7,0,0,4,3,4,3,3,6,2,1
28,3,9,418.47,2.0,1,5,0,0,1,1,3,2,1,4,4,0
26,0,20,836.18,2.0,0,4,2,1,2,1,1,2,3,1,0,0
40,4,15,225.71,1.0,0,3,1,0,1,1,1,1,1,2,2,0
18,2,14,668.8,4.0,2,2,0,1,4,4,3,3,2,2,2,1
27,0,19,1226.27,3.0,1,0,0,1,2,2,4,2,1,2,4,2
29,0,19,1069.6,3.0,2,0,0,1,4,2,3,3,2,3,0,2
49,1,10,1093.1,2.0,1,7,0,0,1,1,3,2,1,1,3,0
32,6,13,610.56,3.0,2,6,0,1,4,1,1,2,1,3,2,1
37,6,17,550.37,2.0,1,7,0,1,1,1,2,1,4,1,2,0
